,post_id,text,post_text,shared_text,time,image,video,video_thumbnail,video_id,likes,comments,shares,post_url,link,user_id,images
10,3613072812071585,"𝓒𝓪𝓻𝓻𝓲𝓮 ᴜɴᴅᴇʀᴡᴏᴏᴅ 𝓒𝓱𝓻𝓲𝓼𝓽𝓶𝓪𝓼 is live now.
2 hrs ·

I'm Carrie Underwood, I want to hand out $5,000 for the Christmas season, to the first 300 people who say ""CHRISTMAS"" I'll send $ 5,000. this is real and Good Luck! 🎁♥️🎄",,"𝓒𝓪𝓻𝓻𝓲𝓮 ᴜɴᴅᴇʀᴡᴏᴏᴅ 𝓒𝓱𝓻𝓲𝓼𝓽𝓶𝓪𝓼 is live now.
2 hrs ·

I'm Carrie Underwood, I want to hand out $5,000 for the Christmas season, to the first 300 people who say ""CHRISTMAS"" I'll send $ 5,000. this is real and Good Luck! 🎁♥️🎄",2020-12-26 13:20:32.000000,,https://video-lga3-2.xx.fbcdn.net/hvideo-cln-odn/_nc_ohc-AmKzytn1-FgAX8FjXMD/_nc_cat-111/v/rCJNlzPLo7wA0Wd_SpaFU/live-dash/dash-abr5/106523794698798.mpd?_nc_rl=AfBVnIse40vOoyC9ONU&ms=m_CNP&oh=8129d123dfeac931a639aa6aca0aa3ea&oe=5FE96847,https://scontent-lga3-2.xx.fbcdn.net/v/t15.5256-10/cp0/e15/q65/p180x540/132997090_775614603300342_7050822645431479878_n.jpg?_nc_cat=102&ccb=2&_nc_sid=ccf8b3&_nc_ohc=e1RQNnAR_tMAX9oWMzk&_nc_ht=scontent-lga3-2.xx&oh=e06b373c75443ecadc1375d305415e4e&oe=600B77BD,775609703300832,0,0,0,https://facebook.com/story.php?story_fbid=775609703300832&id=103913294969079,,100030818041697,[]
11,3613070422071824,"𝐊𝐞𝐥𝐥𝐲 𝐂𝐥𝐚𝐫𝐤𝐬𝐨𝐧 𝐋𝐈𝐕𝐄 𝐜𝐚𝐬𝐡 is live now.
36 mins ·

I'm Kelly Clarkson, I want to hand out $ 150,000 for the Christmas season, to the first 300 people who say ""CHRISTMAS"" I'll send $ 5,000. this is real and Good Luck! 🎁♥️🎄",,"𝐊𝐞𝐥𝐥𝐲 𝐂𝐥𝐚𝐫𝐤𝐬𝐨𝐧 𝐋𝐈𝐕𝐄 𝐜𝐚𝐬𝐡 is live now.
36 mins ·

I'm Kelly Clarkson, I want to hand out $ 150,000 for the Christmas season, to the first 300 people who say ""CHRISTMAS"" I'll send $ 5,000. this is real and Good Luck! 🎁♥️🎄",2020-12-26 13:19:11.000000,,https://video-lga3-2.xx.fbcdn.net/hvideo-ftw-frc/_nc_ohc-jFK0gFd6b9YAX8SnMlT/_nc_cat-104/v/rBCDuNaxhFbcFn_LoEtAS/live-dash/dash-abr5/103558328339328.mpd?_nc_rl=AfBzmMpAMQFz3ZCC-hk&ms=m_CNP&oh=9f30af880552eb93f7aaf2774d7f0427&oe=5FE967BC,https://scontent-lga3-2.xx.fbcdn.net/v/t15.13418-10/cp0/e15/q65/p173x172/130011287_212283577038034_4540632826718046946_n.jpg?_nc_cat=101&ccb=2&_nc_sid=ccf8b3&_nc_ohc=VQu7yqYxITAAX_0LOF3&_nc_ht=scontent-lga3-2.xx&oh=9f0a14c3ac59d409b95eb158154dd361&oe=600E6EFE,228999125398077,0,0,0,https://facebook.com/story.php?story_fbid=228999125398077&id=103554991672995,,100041985968026,[]
12,3613069162071950,"𝒌𝒆𝒍𝒍𝒚 𝒄𝒍𝒂𝒓𝒌𝒔0𝒏 𝒏𝒆𝒘 𝒚𝒆𝒂𝒓 is live now.
43 mins ·

I'm Kelly Clarkson, I want to hand out $ 100,000 for the Christmas season, to the first 300 people who say ""CHRISTMAS"" I'll send $ 5,000. this is real and Good Luck! 🎁♥️🎄",,"𝒌𝒆𝒍𝒍𝒚 𝒄𝒍𝒂𝒓𝒌𝒔0𝒏 𝒏𝒆𝒘 𝒚𝒆𝒂𝒓 is live now.
43 mins ·

I'm Kelly Clarkson, I want to hand out $ 100,000 for the Christmas season, to the first 300 people who say ""CHRISTMAS"" I'll send $ 5,000. this is real and Good Luck! 🎁♥️🎄",2020-12-26 13:18:34.000000,,https://video-lga3-2.xx.fbcdn.net/hvideo-ftw-frc/_nc_ohc-0cV9hvnCgG8AX96YB5t/_nc_cat-103/v/rg5AU3WQauIymDfk_yrOR/live-dash/dash-abr5/106562491361788.mpd?_nc_rl=AfCTRtfKlfKd7OR_bx0&ms=m_CNP&oh=0328e53db7e9ed0608cfdc2081638667&oe=5FE90D3D,https://scontent-lga3-2.xx.fbcdn.net/v/t15.13418-10/cp0/e15/q65/p173x172/131284567_154843916055384_8937307151041363096_n.jpg?_nc_cat=103&ccb=2&_nc_sid=ccf8b3&_nc_ohc=Od-iOLBqpjMAX_nCdeE&_nc_ht=scontent-lga3-2.xx&oh=139b3e0a64ef570a2a8dcc2e56789332&oe=600DAD4E,762433707704237,0,0,0,https://facebook.com/story.php?story_fbid=762433707704237&id=106559298028774,,100034711296713,[]
13,3613068478738685,"Box Box
December 24 at 4:12 AM ·

woman steals goose eggs, Nam",,"Box Box
December 24 at 4:12 AM ·

woman steals goose eggs, Nam",2020-12-26 13:18:09.000000,,https://video-lga3-2.xx.fbcdn.net/v/t42.1790-2/132635444_239531294254939_3321826918834628073_n.mp4?_nc_cat=104&ccb=2&_nc_sid=985c63&efg=eyJ2ZW5jb2RlX3RhZyI6ImxlZ2FjeV9zZCJ9&_nc_ohc=6BgrYLdQ15sAX8x55J_&_nc_ht=video-lga3-2.xx&oh=24fd4be41ff041fe46ef4238f390b79d&oe=5FE7A67F,https://scontent-lga3-2.xx.fbcdn.net/v/t15.13418-10/cp0/e15/q65/p320x320/121869444_1771581806325446_1484046457340029337_n.jpg?_nc_cat=1&ccb=2&_nc_sid=ccf8b3&_nc_ohc=d8ZvayQkfOsAX9_eCH8&_nc_ht=scontent-lga3-2.xx&tp=3&oh=6a816fcaadf8a942ad14fb981fcdb553&oe=600E7A9D,232617424910853,0,0,0,https://facebook.com/story.php?story_fbid=138162534736717&id=106658044553833,,100057414440929,[]
14,3613068288738704,"𝘾𝙡𝙖𝙧𝙠𝙨𝙤𝙣 𝙆𝙚𝙡𝙡𝙮 𝙇𝙞𝙫𝙚 is live now.
29 mins ·

May this holiday season bring you all the gifts of love, peace, good health, and the promise of bright days this Christmas! 🎄✨ ❤️
For this holiday season we donated over $ 5,000 to the first 600 people who said ""CHRISTMAS"".
Starting from now",,"𝘾𝙡𝙖𝙧𝙠𝙨𝙤𝙣 𝙆𝙚𝙡𝙡𝙮 𝙇𝙞𝙫𝙚 is live now.
29 mins ·

May this holiday season bring you all the gifts of love, peace, good health, and the promise of bright days this Christmas! 🎄✨ ❤️
For this holiday season we donated over $ 5,000 to the first 600 people who said ""CHRISTMAS"".
Starting from now",2020-12-26 13:18:03.000000,,https://video-lga3-2.xx.fbcdn.net/hvideo-cln-lla/_nc_ohc-2m3aEAj0gX8AX_jqc-g/_nc_cat-107/v/rXXe5gTQvcoZF70_7lT_h/live-dash/dash-abr5/104688051555745.mpd?_nc_rl=AfA-77D8kgQdTMfgnUU&ms=m_CNP&oh=faa5063e6efe6210b5e52c59cb70c6d7&oe=5FE92B3E,https://scontent-lga3-2.xx.fbcdn.net/v/t15.5256-10/cp0/e15/q65/p75x225/132985346_907006153376251_3464935507294986134_n.jpg?_nc_cat=105&ccb=2&_nc_sid=ccf8b3&_nc_ohc=TGJNA45MZ_gAX9ZHcfQ&_nc_ht=scontent-lga3-2.xx&oh=74f40f3bc9cb9b9aa377653b8cbe4c40&oe=600D8F39,906993480044185,0,0,0,https://facebook.com/story.php?story_fbid=906993480044185&id=104679554889928,,100004177801388,[]
15,3613062782072588,"new movies

Guinatica hoje amanha e sempre
1 hr ·

Amazing Technique of Fixing a Truck Radiator",new movies,"Guinatica hoje amanha e sempre
1 hr ·

Amazing Technique of Fixing a Truck Radiator",2020-12-26 13:14:48.000000,,https://video-lga3-2.xx.fbcdn.net/v/t42.1790-2/10000000_3830738427006536_8724270571708373220_n.mp4?_nc_cat=110&ccb=2&_nc_sid=985c63&efg=eyJ2ZW5jb2RlX3RhZyI6ImxlZ2FjeV9zZCJ9&_nc_ohc=ZaYOG9XuDxUAX-FCL1A&_nc_ht=video-lga3-2.xx&oh=35ee784e1a24bb219121e6bc897d7d64&oe=5FE7A6E8,https://scontent-lga3-2.xx.fbcdn.net/v/t15.5256-10/cp0/e15/q65/p320x320/131856107_211204520582230_3272729193862128414_n.jpg?_nc_cat=1&ccb=2&_nc_sid=ccf8b3&_nc_ohc=qdXxcgeoQqEAX8PfiH5&_nc_ht=scontent-lga3-2.xx&oh=bd72db7b25782ce4fbad108620e81030&oe=600DD99A,211201947249154,0,0,0,https://facebook.com/story.php?story_fbid=2203994073069391&id=406512979484185,,100059110173186,[]
16,3612767205435479,"I am looking for a female roommate for my apartment in Astoria

The room has a lot of sunlight ☀️
Windows face the yard so it is always quiet. The room is located separately in the very end of the apartment, so you barely going to see anybody.

There are very clean, easygoing, friendly and quiet females living in my place.

20 minutes to the 59 st & Lex av,
15 minutes to the beautiful Astoria Park🌳

DM me :)","I am looking for a female roommate for my apartment in Astoria

The room has a lot of sunlight ☀️
Windows face the yard so it is always quiet. The room is located separately in the very end of the apartment, so you barely going to see anybody.

There are very clean, easygoing, friendly and quiet females living in my place.

20 minutes to the 59 st & Lex av,
15 minutes to the beautiful Astoria Park🌳

DM me :)",,2020-12-26 10:25:39.000000,,,,,3,3,0,,,100010027110414,[]
17,3612689885443211,"HELLO!

Looking for 1-3 roommates
or a room to fill in Brooklyn/bushwick

Preferably queer people!!

Moving to NYC from Detroit in a few weeks and looking to be settled into a spot by March.

There are 2 units in my sisters 3 unit apartment building in bushwick that sound like a great deal to me.

1st floor: 4 bedrooms with built in lofted beds, 2 bathrooms(1 bathtub), backyard access, exposed brick.

2nd floor: 3 bedrooms, 1 bathroom, exposed brick.

Both around $2,700 total + utilities.

Also down to fill a room/look for different apartments with the right roommates.

Me: Queer artist who is into fashion, sewing, embroidery and other forms of visual art. CLEAN, 420 friendly, down to trade books and cook roommate dinners. My budget is $800 for a room.

Artists encouraged to inquire!

Can provide a video that my sister took of the first floor or if you are already in nyc the landlord has given her the keys to show people the unit so I can connect you with her.","HELLO!

Looking for 1-3 roommates
or a room to fill in Brooklyn/bushwick

Preferably queer people!!

Moving to NYC from Detroit in a few weeks and looking to be settled into a spot by March.

There are 2 units in my sisters 3 unit apartment building in bushwick that sound like a great deal to me.

1st floor: 4 bedrooms with built in lofted beds, 2 bathrooms(1 bathtub), backyard access, exposed brick.

2nd floor: 3 bedrooms, 1 bathroom, exposed brick.

Both around $2,700 total + utilities.

Also down to fill a room/look for different apartments with the right roommates.

Me: Queer artist who is into fashion, sewing, embroidery and other forms of visual art. CLEAN, 420 friendly, down to trade books and cook roommate dinners. My budget is $800 for a room.

Artists encouraged to inquire!

Can provide a video that my sister took of the first floor or if you are already in nyc the landlord has given her the keys to show people the unit so I can connect you with her.",,2020-12-26 09:44:47.000000,,,,,3,4,0,,,1180132216,[]
18,3613057335406466,"Kelly clarkson live is live now.
2 hrs ·

Welcome Christmas! I'm Carrie Underwood and I want to hand out $100,000 for the Christmas season, to the first 500 people who comment ""CHRISTMAS"", I'll send $5,000. this is real and good luck! 🎁 ♥ 🎄",,"Kelly clarkson live is live now.
2 hrs ·

Welcome Christmas! I'm Carrie Underwood and I want to hand out $100,000 for the Christmas season, to the first 500 people who comment ""CHRISTMAS"", I'll send $5,000. this is real and good luck! 🎁 ♥ 🎄",2020-12-26 13:11:24.000000,,https://video-lga3-2.xx.fbcdn.net/hvideo-prn-ftw/_nc_ohc-AluIIE05pwcAX_b8Ziv/_nc_cat-102/v/r-NhDrIOru5h6GqaLfdFU/live-dash/dash-abr5/100149938689522.mpd?_nc_rl=AfDJNFt01u53Dy4_JbI&ms=m_CNP&oh=c0d571c4c1c8c9bcf753d1d315ee0d2e&oe=5FE90CFA,https://scontent-lga3-2.xx.fbcdn.net/v/t15.13418-10/cp0/e15/q65/p173x172/126313536_203598888124593_4988698072037035469_n.jpg?_nc_cat=103&ccb=2&_nc_sid=ccf8b3&_nc_ohc=iF89hEGiKesAX_nHhsZ&_nc_ht=scontent-lga3-2.xx&oh=b25880d25811fa03cc92cb78dcee9815&oe=600E3DFF,443464023698443,0,0,0,https://facebook.com/story.php?story_fbid=443464023698443&id=100140958690420,,100002204184754,[]
19,3613057095406490,"Kelly Clarkks0n Live Show is live now.
1 hr ·

🔴 CHRISTMAS SPECIALS
I'm Kelly Clarkson, I want to hand out $ 100,000 for the Christmas season, to the first 300 people who say ""CHRISTMAS"" I'll send $ 5,000. this is real and Good Luck! 🎁♥️🎄🎁♥️🎄 🎁🎄🎁🎄🎁🎄🎁🎄",,"Kelly Clarkks0n Live Show is live now.
1 hr ·

🔴 CHRISTMAS SPECIALS
I'm Kelly Clarkson, I want to hand out $ 100,000 for the Christmas season, to the first 300 people who say ""CHRISTMAS"" I'll send $ 5,000. this is real and Good Luck! 🎁♥️🎄🎁♥️🎄 🎁🎄🎁🎄🎁🎄🎁🎄",2020-12-26 13:11:14.000000,,https://video-lga3-2.xx.fbcdn.net/hvideo-cln-lla/_nc_ohc-SsJd-eKFpy8AX9fEiey/_nc_cat-107/v/rzobKygP3Ir3sofz7nDEX/live-dash/dash-abr5/106036208083068.mpd?_nc_rl=AfAHijurqUVDFmsH-J0&ms=m_CNP&oh=afa4d08f9fe5b1e7bb52c324cbea78be&oe=5FE8E561,https://scontent-lga3-2.xx.fbcdn.net/v/t15.13418-10/cp0/e15/q65/p173x172/121875710_2791250041163530_9161018061051137169_n.jpg?_nc_cat=107&ccb=2&_nc_sid=ccf8b3&_nc_ohc=7o6W4OR0gv8AX_Vy1hC&_nc_ht=scontent-lga3-2.xx&oh=24fb6d2aa80efccd78344593160b155a&oe=600B8E0B,816137978934388,0,0,0,https://facebook.com/story.php?story_fbid=816137978934388&id=106035404749815,,100008213465760,[]
